"unidade";"equipe";"cd_grupo_cid";"nm_grupo_cid";"consultas"
"CS CAPIVARI";"995";"Z30-Z39";"PESSOAS EM CONTATO COM OS SERVIÇOS DE SAÚDE EM CIRCUNSTÂNCIAS RELACIONADAS COM A REPRODUÇÃO";"64"
"CS CAPIVARI";"995";"E10-E14";"DIABETES MELLITUS";"63"
"CS CAPIVARI";"995";"J00-J06";"INFECÇÕES AGUDAS DAS VIAS AÉREAS SUPERIORES";"49"
"CS CAPIVARI";"995";"M50-M54";"OUTRAS DORSOPATIAS";"34"
"CS CAPIVARI";"995";"F40-F48";"TRANSTORNOS NEURÓTICOS, TRANSTORNOS RELACIONADOS COM O ""STRESS"" E TRANSTORNOS SOMATOFORMES";"32"
"CS CAPIVARI";"995";"R50-R69";"SINTOMAS E SINAIS GERAIS";"31"
"CS CAPOEIRAS";"60";"Z00-Z13";"PESSOAS EM CONTATO COM OS SERVIÇOS DE SAÚDE PARA EXAME E INVESTIGAÇÃO";"2286"
"CS CAPOEIRAS";"60";"Z70-Z76";"PESSOAS EM CONTATO COM OS SERVIÇOS DE SAÚDE EM OUTRAS CIRCUNSTÂNCIAS";"1093"
"CS CAPOEIRAS";"60";"I10-I15";"DOENÇAS HIPERTENSIVAS";"387"
"CS CAPOEIRAS";"60";"A90-A99";"FEBRES POR ARBOVÍRUS E FEBRES HEMORRÁGICAS VIRAIS";"107"
"CS CAPOEIRAS";"60";"A00-A09";"DOENÇAS INFECCIOSAS INTESTINAIS";"97"
"CS CAPOEIRAS";"60";"J00-J06";"INFECÇÕES AGUDAS DAS VIAS AÉREAS SUPERIORES";"87"
"CS CAPOEIRAS";"60";"E10-E14";"DIABETES MELLITUS";"77"
"CS CAPOEIRAS";"60";"J10-J18";"INFLUENZA [GRIPE] E PNEUMONIA";"48"
"CS CAPOEIRAS";"60";"J40-J47";"DOENÇAS CRÔNICAS DAS VIAS AÉREAS INFERIORES";"47"
"CS CAPOEIRAS";"60";"N30-N39";"OUTRAS DOENÇAS DO APARELHO URINÁRIO";"39"
"CS CAPOEIRAS";"61";"Z70-Z76";"PESSOAS EM CONTATO COM OS SERVIÇOS DE SAÚDE EM OUTRAS CIRCUNSTÂNCIAS";"980"
"CS CAPOEIRAS";"61";"Z00-Z13";"PESSOAS EM CONTATO COM OS SERVIÇOS DE SAÚDE PARA EXAME E INVESTIGAÇÃO";"793"
"CS CAPOEIRAS";"61";"I10-I15";"DOENÇAS HIPERTENSIVAS";"404"
"CS CAPOEIRAS";"61";"J00-J06";"INFECÇÕES AGUDAS DAS VIAS AÉREAS SUPERIORES";"110"
"CS CAPOEIRAS";"61";"Z30-Z39";"PESSOAS EM CONTATO COM OS SERVIÇOS DE SAÚDE EM CIRCUNSTÂNCIAS RELACIONADAS COM A REPRODUÇÃO";"81"
"CS CAPOEIRAS";"61";"A90-A99";"FEBRES POR ARBOVÍRUS E FEBRES HEMORRÁGICAS VIRAIS";"77"
"CS CAPOEIRAS";"61";"M70-M79";"OUTROS TRANSTORNOS DOS TECIDOS MOLES";"72"
"CS CAPOEIRAS";"61";"E10-E14";"DIABETES MELLITUS";"64"
"CS CAPOEIRAS";"61";"Z40-Z54";"PESSOAS EM CONTATO COM OS SERVIÇOS DE SAÚDE PARA PROCEDIMENTOS E CUIDADOS ESPECÍFICOS";"63"
"CS CAPOEIRAS";"61";"A00-A09";"DOENÇAS INFECCIOSAS INTESTINAIS";"56"
"CS CAPOEIRAS";"62";"Z70-Z76";"PESSOAS EM CONTATO COM OS SERVIÇOS DE SAÚDE EM OUTRAS CIRCUNSTÂNCIAS";"848"
"CS CAPOEIRAS";"62";"Z00-Z13";"PESSOAS EM CONTATO COM OS SERVIÇOS DE SAÚDE PARA EXAME E INVESTIGAÇÃO";"817"
"CS CAPOEIRAS";"62";"I10-I15";"DOENÇAS HIPERTENSIVAS";"678"
"CS CAPOEIRAS";"62";"E10-E14";"DIABETES MELLITUS";"195"
"CS CAPOEIRAS";"62";"A90-A99";"FEBRES POR ARBOVÍRUS E FEBRES HEMORRÁGICAS VIRAIS";"101"
"CS CAPOEIRAS";"62";"J00-J06";"INFECÇÕES AGUDAS DAS VIAS AÉREAS SUPERIORES";"77"
"CS CAPOEIRAS";"62";"J30-J39";"OUTRAS DOENÇAS DAS VIAS AÉREAS SUPERIORES";"50"
"CS CAPOEIRAS";"62";"L80-L99";"OUTRAS AFECÇÕES DA PELE E DO TECIDO SUBCUTÂNEO";"49"
"CS CAPOEIRAS";"62";"F40-F48";"TRANSTORNOS NEURÓTICOS, TRANSTORNOS RELACIONADOS COM O ""STRESS"" E TRANSTORNOS SOMATOFORMES";"46"
"CS CAPOEIRAS";"62";"F30-F39";"TRANSTORNOS DO HUMOR [AFETIVOS]";"41"
"CS CARIANOS";"270";"Z70-Z76";"PESSOAS EM CONTATO COM OS SERVIÇOS DE SAÚDE EM OUTRAS CIRCUNSTÂNCIAS";"751"
"CS CARIANOS";"270";"I10-I15";"DOENÇAS HIPERTENSIVAS";"483"
"CS CARIANOS";"270";"Z00-Z13";"PESSOAS EM CONTATO COM OS SERVIÇOS DE SAÚDE PARA EXAME E INVESTIGAÇÃO";"326"
"CS CARIANOS";"270";"Z30-Z39";"PESSOAS EM CONTATO COM OS SERVIÇOS DE SAÚDE EM CIRCUNSTÂNCIAS RELACIONADAS COM A REPRODUÇÃO";"138"
"CS CARIANOS";"270";"B95-B97";"AGENTES DE INFECÇÕES BACTERIANAS, VIRAIS E OUTROS AGENTES INFECCIOSOS";"103"
"CS CARIANOS";"270";"M50-M54";"OUTRAS DORSOPATIAS";"90"
"CS CARIANOS";"270";"J00-J06";"INFECÇÕES AGUDAS DAS VIAS AÉREAS SUPERIORES";"87"
"CS CARIANOS";"270";"J10-J18";"INFLUENZA [GRIPE] E PNEUMONIA";"78"
"CS CARIANOS";"270";"A00-A09";"DOENÇAS INFECCIOSAS INTESTINAIS";"75"
"CS CARIANOS";"270";"E10-E14";"DIABETES MELLITUS";"74"
"CS CARIANOS";"271";"Z70-Z76";"PESSOAS EM CONTATO COM OS SERVIÇOS DE SAÚDE EM OUTRAS CIRCUNSTÂNCIAS";"721"
"CS CARIANOS";"271";"Z00-Z13";"PESSOAS EM CONTATO COM OS SERVIÇOS DE SAÚDE PARA EXAME E INVESTIGAÇÃO";"476"
"CS CARIANOS";"271";"I10-I15";"DOENÇAS HIPERTENSIVAS";"358"
"CS CARIANOS";"271";"J00-J06";"INFECÇÕES AGUDAS DAS VIAS AÉREAS SUPERIORES";"145"
"CS CARIANOS";"271";"B95-B97";"AGENTES DE INFECÇÕES BACTERIANAS, VIRAIS E OUTROS AGENTES INFECCIOSOS";"140"
"CS CARIANOS";"271";"L80-L99";"OUTRAS AFECÇÕES DA PELE E DO TECIDO SUBCUTÂNEO";"108"
"CS CARIANOS";"271";"A00-A09";"DOENÇAS INFECCIOSAS INTESTINAIS";"107"
"CS CARIANOS";"271";"M20-M25";"OUTROS TRANSTORNOS ARTICULARES";"105"
"CS CARIANOS";"271";"M50-M54";"OUTRAS DORSOPATIAS";"105"
"CS CARIANOS";"271";"F40-F48";"TRANSTORNOS NEURÓTICOS, TRANSTORNOS RELACIONADOS COM O ""STRESS"" E TRANSTORNOS SOMATOFORMES";"91"
"CS CARIANOS";"272";"Z70-Z76";"PESSOAS EM CONTATO COM OS SERVIÇOS DE SAÚDE EM OUTRAS CIRCUNSTÂNCIAS";"667"
"CS CARIANOS";"272";"Z00-Z13";"PESSOAS EM CONTATO COM OS SERVIÇOS DE SAÚDE PARA EXAME E INVESTIGAÇÃO";"400"
"CS CARIANOS";"272";"I10-I15";"DOENÇAS HIPERTENSIVAS";"205"
"CS CARIANOS";"272";"J00-J06";"INFECÇÕES AGUDAS DAS VIAS AÉREAS SUPERIORES";"174"
"CS CARIANOS";"272";"M50-M54";"OUTRAS DORSOPATIAS";"131"
"CS CARIANOS";"272";"E10-E14";"DIABETES MELLITUS";"115"
"CS CARIANOS";"272";"R00-R09";"SINTOMAS E SINAIS RELATIVOS AO APARELHO CIRCULATÓRIO E RESPIRATÓRIO";"95"
"CS CARIANOS";"272";"R10-R19";"SINTOMAS E SINAIS RELATIVOS AO APARELHO DIGESTIVO E AO ABDOME";"92"
"CS CARIANOS";"272";"Z30-Z39";"PESSOAS EM CONTATO COM OS SERVIÇOS DE SAÚDE EM CIRCUNSTÂNCIAS RELACIONADAS COM A REPRODUÇÃO";"89"
"CS CARIANOS";"272";"B95-B97";"AGENTES DE INFECÇÕES BACTERIANAS, VIRAIS E OUTROS AGENTES INFECCIOSOS";"85"
"CS CENTRO";"950";"Z70-Z76";"PESSOAS EM CONTATO COM OS SERVIÇOS DE SAÚDE EM OUTRAS CIRCUNSTÂNCIAS";"532"
"CS CENTRO";"950";"Z00-Z13";"PESSOAS EM CONTATO COM OS SERVIÇOS DE SAÚDE PARA EXAME E INVESTIGAÇÃO";"355"
"CS CENTRO";"950";"I10-I15";"DOENÇAS HIPERTENSIVAS";"297"
"CS CENTRO";"950";"J00-J06";"INFECÇÕES AGUDAS DAS VIAS AÉREAS SUPERIORES";"179"
"CS CENTRO";"950";"E10-E14";"DIABETES MELLITUS";"157"
"CS CENTRO";"950";"R70-R79";"ACHADOS ANORMAIS DE EXAMES DE SANGUE, SEM DIAGNÓSTICO";"119"
"CS CENTRO";"950";"F40-F48";"TRANSTORNOS NEURÓTICOS, TRANSTORNOS RELACIONADOS COM O ""STRESS"" E TRANSTORNOS SOMATOFORMES";"105"
"CS CENTRO";"950";"B95-B97";"AGENTES DE INFECÇÕES BACTERIANAS, VIRAIS E OUTROS AGENTES INFECCIOSOS";"85"
"CS CENTRO";"950";"F30-F39";"TRANSTORNOS DO HUMOR [AFETIVOS]";"80"
"CS CENTRO";"950";"A90-A99";"FEBRES POR ARBOVÍRUS E FEBRES HEMORRÁGICAS VIRAIS";"77"
"CS CENTRO";"951";"Z00-Z13";"PESSOAS EM CONTATO COM OS SERVIÇOS DE SAÚDE PARA EXAME E INVESTIGAÇÃO";"754"
"CS CENTRO";"951";"Z70-Z76";"PESSOAS EM CONTATO COM OS SERVIÇOS DE SAÚDE EM OUTRAS CIRCUNSTÂNCIAS";"426"
"CS CENTRO";"951";"I10-I15";"DOENÇAS HIPERTENSIVAS";"236"
"CS CENTRO";"951";"J00-J06";"INFECÇÕES AGUDAS DAS VIAS AÉREAS SUPERIORES";"126"
"CS CENTRO";"951";"E10-E14";"DIABETES MELLITUS";"76"
"CS CENTRO";"951";"B95-B97";"AGENTES DE INFECÇÕES BACTERIANAS, VIRAIS E OUTROS AGENTES INFECCIOSOS";"66"
"CS CENTRO";"951";"A90-A99";"FEBRES POR ARBOVÍRUS E FEBRES HEMORRÁGICAS VIRAIS";"58"
"CS CENTRO";"951";"F40-F48";"TRANSTORNOS NEURÓTICOS, TRANSTORNOS RELACIONADOS COM O ""STRESS"" E TRANSTORNOS SOMATOFORMES";"56"
"CS CENTRO";"951";"R10-R19";"SINTOMAS E SINAIS RELATIVOS AO APARELHO DIGESTIVO E AO ABDOME";"41"
"CS CENTRO";"951";"R50-R69";"SINTOMAS E SINAIS GERAIS";"38"
"CS CENTRO";"952";"Z00-Z13";"PESSOAS EM CONTATO COM OS SERVIÇOS DE SAÚDE PARA EXAME E INVESTIGAÇÃO";"882"
"CS CENTRO";"952";"I10-I15";"DOENÇAS HIPERTENSIVAS";"706"
"CS CENTRO";"952";"Z70-Z76";"PESSOAS EM CONTATO COM OS SERVIÇOS DE SAÚDE EM OUTRAS CIRCUNSTÂNCIAS";"586"
"CS CENTRO";"952";"J00-J06";"INFECÇÕES AGUDAS DAS VIAS AÉREAS SUPERIORES";"230"
"CS CENTRO";"952";"B95-B97";"AGENTES DE INFECÇÕES BACTERIANAS, VIRAIS E OUTROS AGENTES INFECCIOSOS";"117"
"CS CENTRO";"952";"E10-E14";"DIABETES MELLITUS";"108"
"CS CENTRO";"952";"F30-F39";"TRANSTORNOS DO HUMOR [AFETIVOS]";"107"
"CS CENTRO";"952";"F40-F48";"TRANSTORNOS NEURÓTICOS, TRANSTORNOS RELACIONADOS COM O ""STRESS"" E TRANSTORNOS SOMATOFORMES";"105"
"CS CENTRO";"952";"Z40-Z54";"PESSOAS EM CONTATO COM OS SERVIÇOS DE SAÚDE PARA PROCEDIMENTOS E CUIDADOS ESPECÍFICOS";"94"
"CS CENTRO";"952";"R70-R79";"ACHADOS ANORMAIS DE EXAMES DE SANGUE, SEM DIAGNÓSTICO";"86"
"CS CENTRO";"953";"I10-I15";"DOENÇAS HIPERTENSIVAS";"804"
"CS CENTRO";"953";"Z00-Z13";"PESSOAS EM CONTATO COM OS SERVIÇOS DE SAÚDE PARA EXAME E INVESTIGAÇÃO";"553"
"CS CENTRO";"953";"Z70-Z76";"PESSOAS EM CONTATO COM OS SERVIÇOS DE SAÚDE EM OUTRAS CIRCUNSTÂNCIAS";"507"
"CS CENTRO";"953";"E10-E14";"DIABETES MELLITUS";"249"
"CS CENTRO";"953";"R70-R79";"ACHADOS ANORMAIS DE EXAMES DE SANGUE, SEM DIAGNÓSTICO";"197"
"CS CENTRO";"953";"J00-J06";"INFECÇÕES AGUDAS DAS VIAS AÉREAS SUPERIORES";"150"
"CS CENTRO";"953";"B95-B97";"AGENTES DE INFECÇÕES BACTERIANAS, VIRAIS E OUTROS AGENTES INFECCIOSOS";"129"
"CS CENTRO";"953";"F30-F39";"TRANSTORNOS DO HUMOR [AFETIVOS]";"86"
"CS CENTRO";"953";"A90-A99";"FEBRES POR ARBOVÍRUS E FEBRES HEMORRÁGICAS VIRAIS";"80"
"CS CENTRO";"953";"M20-M25";"OUTROS TRANSTORNOS ARTICULARES";"77"
"CS COLONINHA";"70";"Z70-Z76";"PESSOAS EM CONTATO COM OS SERVIÇOS DE SAÚDE EM OUTRAS CIRCUNSTÂNCIAS";"741"
"CS COLONINHA";"70";"I10-I15";"DOENÇAS HIPERTENSIVAS";"509"
"CS COLONINHA";"70";"Z00-Z13";"PESSOAS EM CONTATO COM OS SERVIÇOS DE SAÚDE PARA EXAME E INVESTIGAÇÃO";"454"
"CS COLONINHA";"70";"F40-F48";"TRANSTORNOS NEURÓTICOS, TRANSTORNOS RELACIONADOS COM O ""STRESS"" E TRANSTORNOS SOMATOFORMES";"144"
"CS COLONINHA";"70";"E10-E14";"DIABETES MELLITUS";"133"
"CS COLONINHA";"70";"A90-A99";"FEBRES POR ARBOVÍRUS E FEBRES HEMORRÁGICAS VIRAIS";"122"
"CS COLONINHA";"70";"Z30-Z39";"PESSOAS EM CONTATO COM OS SERVIÇOS DE SAÚDE EM CIRCUNSTÂNCIAS RELACIONADAS COM A REPRODUÇÃO";"104"
"CS COLONINHA";"70";"J00-J06";"INFECÇÕES AGUDAS DAS VIAS AÉREAS SUPERIORES";"86"
"CS COLONINHA";"70";"F30-F39";"TRANSTORNOS DO HUMOR [AFETIVOS]";"71"
"CS COLONINHA";"70";"E00-E07";"TRANSTORNOS DA GLÂNDULA TIREÓIDE";"56"
"CS COLONINHA";"71";"Z70-Z76";"PESSOAS EM CONTATO COM OS SERVIÇOS DE SAÚDE EM OUTRAS CIRCUNSTÂNCIAS";"702"
"CS COLONINHA";"71";"I10-I15";"DOENÇAS HIPERTENSIVAS";"579"
"CS COLONINHA";"71";"Z00-Z13";"PESSOAS EM CONTATO COM OS SERVIÇOS DE SAÚDE PARA EXAME E INVESTIGAÇÃO";"378"
"CS COLONINHA";"71";"E10-E14";"DIABETES MELLITUS";"202"
"CS COLONINHA";"71";"A90-A99";"FEBRES POR ARBOVÍRUS E FEBRES HEMORRÁGICAS VIRAIS";"107"
"CS COLONINHA";"71";"J00-J06";"INFECÇÕES AGUDAS DAS VIAS AÉREAS SUPERIORES";"57"
"CS COLONINHA";"71";"M50-M54";"OUTRAS DORSOPATIAS";"53"
"CS COLONINHA";"71";"M20-M25";"OUTROS TRANSTORNOS ARTICULARES";"52"
"CS COLONINHA";"71";"F40-F48";"TRANSTORNOS NEURÓTICOS, TRANSTORNOS RELACIONADOS COM O ""STRESS"" E TRANSTORNOS SOMATOFORMES";"49"
"CS COLONINHA";"71";"F30-F39";"TRANSTORNOS DO HUMOR [AFETIVOS]";"32"
"CS COLONINHA";"72";"Z70-Z76";"PESSOAS EM CONTATO COM OS SERVIÇOS DE SAÚDE EM OUTRAS CIRCUNSTÂNCIAS";"1499"
"CS COLONINHA";"72";"I10-I15";"DOENÇAS HIPERTENSIVAS";"482"
"CS COLONINHA";"72";"Z00-Z13";"PESSOAS EM CONTATO COM OS SERVIÇOS DE SAÚDE PARA EXAME E INVESTIGAÇÃO";"469"
"CS COLONINHA";"72";"J00-J06";"INFECÇÕES AGUDAS DAS VIAS AÉREAS SUPERIORES";"174"
"CS COLONINHA";"72";"E10-E14";"DIABETES MELLITUS";"172"
"CS COLONINHA";"72";"R50-R69";"SINTOMAS E SINAIS GERAIS";"129"
"CS COLONINHA";"72";"A90-A99";"FEBRES POR ARBOVÍRUS E FEBRES HEMORRÁGICAS VIRAIS";"127"
"CS COLONINHA";"72";"F40-F48";"TRANSTORNOS NEURÓTICOS, TRANSTORNOS RELACIONADOS COM O ""STRESS"" E TRANSTORNOS SOMATOFORMES";"106"
"CS COLONINHA";"72";"Z30-Z39";"PESSOAS EM CONTATO COM OS SERVIÇOS DE SAÚDE EM CIRCUNSTÂNCIAS RELACIONADAS COM A REPRODUÇÃO";"46"
"CS COLONINHA";"72";"L80-L99";"OUTRAS AFECÇÕES DA PELE E DO TECIDO SUBCUTÂNEO";"44"
"CS COQUEIROS";"600";"Z00-Z13";"PESSOAS EM CONTATO COM OS SERVIÇOS DE SAÚDE PARA EXAME E INVESTIGAÇÃO";"1101"
"CS COQUEIROS";"600";"Z70-Z76";"PESSOAS EM CONTATO COM OS SERVIÇOS DE SAÚDE EM OUTRAS CIRCUNSTÂNCIAS";"648"
"CS COQUEIROS";"600";"I10-I15";"DOENÇAS HIPERTENSIVAS";"235"
"CS COQUEIROS";"600";"A90-A99";"FEBRES POR ARBOVÍRUS E FEBRES HEMORRÁGICAS VIRAIS";"147"
"CS COQUEIROS";"600";"J00-J06";"INFECÇÕES AGUDAS DAS VIAS AÉREAS SUPERIORES";"113"
"CS COQUEIROS";"600";"Z40-Z54";"PESSOAS EM CONTATO COM OS SERVIÇOS DE SAÚDE PARA PROCEDIMENTOS E CUIDADOS ESPECÍFICOS";"53"
"CS COQUEIROS";"600";"M50-M54";"OUTRAS DORSOPATIAS";"45"
"CS COQUEIROS";"600";"U07-U07";"COVID-19";"44"
"CS COQUEIROS";"600";"R40-R46";"SINTOMAS E SINAIS RELATIVOS À COGNIÇÃO, À PERCEPÇÃO, AO ESTADO EMOCIONAL E AO COMPORTAMENTO";"43"
"CS COQUEIROS";"600";"R50-R69";"SINTOMAS E SINAIS GERAIS";"41"
"CS COQUEIROS";"601";"Z70-Z76";"PESSOAS EM CONTATO COM OS SERVIÇOS DE SAÚDE EM OUTRAS CIRCUNSTÂNCIAS";"994"
"CS COQUEIROS";"601";"I10-I15";"DOENÇAS HIPERTENSIVAS";"591"
"CS COQUEIROS";"601";"Z00-Z13";"PESSOAS EM CONTATO COM OS SERVIÇOS DE SAÚDE PARA EXAME E INVESTIGAÇÃO";"583"
"CS COQUEIROS";"601";"A90-A99";"FEBRES POR ARBOVÍRUS E FEBRES HEMORRÁGICAS VIRAIS";"251"
"CS COQUEIROS";"601";"E10-E14";"DIABETES MELLITUS";"129"
"CS COQUEIROS";"601";"J00-J06";"INFECÇÕES AGUDAS DAS VIAS AÉREAS SUPERIORES";"125"
"CS COQUEIROS";"601";"R00-R09";"SINTOMAS E SINAIS RELATIVOS AO APARELHO CIRCULATÓRIO E RESPIRATÓRIO";"59"
"CS COQUEIROS";"601";"E00-E07";"TRANSTORNOS DA GLÂNDULA TIREÓIDE";"48"
"CS COQUEIROS";"601";"F40-F48";"TRANSTORNOS NEURÓTICOS, TRANSTORNOS RELACIONADOS COM O ""STRESS"" E TRANSTORNOS SOMATOFORMES";"45"
"CS COQUEIROS";"601";"R50-R69";"SINTOMAS E SINAIS GERAIS";"43"
"CS COQUEIROS";"602";"Z70-Z76";"PESSOAS EM CONTATO COM OS SERVIÇOS DE SAÚDE EM OUTRAS CIRCUNSTÂNCIAS";"896"
"CS COQUEIROS";"602";"I10-I15";"DOENÇAS HIPERTENSIVAS";"822"
"CS COQUEIROS";"602";"Z00-Z13";"PESSOAS EM CONTATO COM OS SERVIÇOS DE SAÚDE PARA EXAME E INVESTIGAÇÃO";"689"
"CS COQUEIROS";"602";"J00-J06";"INFECÇÕES AGUDAS DAS VIAS AÉREAS SUPERIORES";"168"
"CS COQUEIROS";"602";"A90-A99";"FEBRES POR ARBOVÍRUS E FEBRES HEMORRÁGICAS VIRAIS";"158"
"CS COQUEIROS";"602";"E10-E14";"DIABETES MELLITUS";"119"
"CS COQUEIROS";"602";"R00-R09";"SINTOMAS E SINAIS RELATIVOS AO APARELHO CIRCULATÓRIO E RESPIRATÓRIO";"84"
"CS COQUEIROS";"602";"L80-L99";"OUTRAS AFECÇÕES DA PELE E DO TECIDO SUBCUTÂNEO";"64"
"CS COQUEIROS";"602";"M50-M54";"OUTRAS DORSOPATIAS";"63"
"CS COQUEIROS";"602";"R10-R19";"SINTOMAS E SINAIS RELATIVOS AO APARELHO DIGESTIVO E AO ABDOME";"56"
"CS CORREGO GRANDE";"170";"Z70-Z76";"PESSOAS EM CONTATO COM OS SERVIÇOS DE SAÚDE EM OUTRAS CIRCUNSTÂNCIAS";"794"
"CS CORREGO GRANDE";"170";"Z00-Z13";"PESSOAS EM CONTATO COM OS SERVIÇOS DE SAÚDE PARA EXAME E INVESTIGAÇÃO";"655"
"CS CORREGO GRANDE";"170";"I10-I15";"DOENÇAS HIPERTENSIVAS";"174"
"CS CORREGO GRANDE";"170";"J00-J06";"INFECÇÕES AGUDAS DAS VIAS AÉREAS SUPERIORES";"126"
"CS CORREGO GRANDE";"170";"R00-R09";"SINTOMAS E SINAIS RELATIVOS AO APARELHO CIRCULATÓRIO E RESPIRATÓRIO";"114"
"CS CORREGO GRANDE";"170";"F40-F48";"TRANSTORNOS NEURÓTICOS, TRANSTORNOS RELACIONADOS COM O ""STRESS"" E TRANSTORNOS SOMATOFORMES";"95"
"CS CORREGO GRANDE";"170";"Z40-Z54";"PESSOAS EM CONTATO COM OS SERVIÇOS DE SAÚDE PARA PROCEDIMENTOS E CUIDADOS ESPECÍFICOS";"89"
"CS CORREGO GRANDE";"170";"A90-A99";"FEBRES POR ARBOVÍRUS E FEBRES HEMORRÁGICAS VIRAIS";"87"
"CS CORREGO GRANDE";"170";"A00-A09";"DOENÇAS INFECCIOSAS INTESTINAIS";"76"
"CS CORREGO GRANDE";"170";"R10-R19";"SINTOMAS E SINAIS RELATIVOS AO APARELHO DIGESTIVO E AO ABDOME";"71"
"CS CORREGO GRANDE";"171";"Z70-Z76";"PESSOAS EM CONTATO COM OS SERVIÇOS DE SAÚDE EM OUTRAS CIRCUNSTÂNCIAS";"441"
"CS CORREGO GRANDE";"171";"Z00-Z13";"PESSOAS EM CONTATO COM OS SERVIÇOS DE SAÚDE PARA EXAME E INVESTIGAÇÃO";"403"
"CS CORREGO GRANDE";"171";"I10-I15";"DOENÇAS HIPERTENSIVAS";"310"
"CS CORREGO GRANDE";"171";"J00-J06";"INFECÇÕES AGUDAS DAS VIAS AÉREAS SUPERIORES";"218"
"CS CORREGO GRANDE";"171";"B95-B97";"AGENTES DE INFECÇÕES BACTERIANAS, VIRAIS E OUTROS AGENTES INFECCIOSOS";"171"
"CS CORREGO GRANDE";"171";"E10-E14";"DIABETES MELLITUS";"142"
"CS CORREGO GRANDE";"171";"R40-R46";"SINTOMAS E SINAIS RELATIVOS À COGNIÇÃO, À PERCEPÇÃO, AO ESTADO EMOCIONAL E AO COMPORTAMENTO";"111"
"CS CORREGO GRANDE";"171";"Z30-Z39";"PESSOAS EM CONTATO COM OS SERVIÇOS DE SAÚDE EM CIRCUNSTÂNCIAS RELACIONADAS COM A REPRODUÇÃO";"97"
"CS CORREGO GRANDE";"171";"R00-R09";"SINTOMAS E SINAIS RELATIVOS AO APARELHO CIRCULATÓRIO E RESPIRATÓRIO";"92"
"CS CORREGO GRANDE";"171";"A90-A99";"FEBRES POR ARBOVÍRUS E FEBRES HEMORRÁGICAS VIRAIS";"82"
"CS CORREGO GRANDE";"172";"Z70-Z76";"PESSOAS EM CONTATO COM OS SERVIÇOS DE SAÚDE EM OUTRAS CIRCUNSTÂNCIAS";"522"
"CS CORREGO GRANDE";"172";"Z00-Z13";"PESSOAS EM CONTATO COM OS SERVIÇOS DE SAÚDE PARA EXAME E INVESTIGAÇÃO";"309"
"CS CORREGO GRANDE";"172";"F40-F48";"TRANSTORNOS NEURÓTICOS, TRANSTORNOS RELACIONADOS COM O ""STRESS"" E TRANSTORNOS SOMATOFORMES";"243"
"CS CORREGO GRANDE";"172";"J00-J06";"INFECÇÕES AGUDAS DAS VIAS AÉREAS SUPERIORES";"230"
"CS CORREGO GRANDE";"172";"E10-E14";"DIABETES MELLITUS";"152"
"CS CORREGO GRANDE";"172";"Z30-Z39";"PESSOAS EM CONTATO COM OS SERVIÇOS DE SAÚDE EM CIRCUNSTÂNCIAS RELACIONADAS COM A REPRODUÇÃO";"143"
"CS CORREGO GRANDE";"172";"A00-A09";"DOENÇAS INFECCIOSAS INTESTINAIS";"138"
"CS CORREGO GRANDE";"172";"I10-I15";"DOENÇAS HIPERTENSIVAS";"138"
"CS CORREGO GRANDE";"172";"B95-B97";"AGENTES DE INFECÇÕES BACTERIANAS, VIRAIS E OUTROS AGENTES INFECCIOSOS";"132"
"CS CORREGO GRANDE";"172";"F30-F39";"TRANSTORNOS DO HUMOR [AFETIVOS]";"99"
"CS CORREGO GRANDE";"173";"Z70-Z76";"PESSOAS EM CONTATO COM OS SERVIÇOS DE SAÚDE EM OUTRAS CIRCUNSTÂNCIAS";"1025"
"CS CORREGO GRANDE";"173";"Z00-Z13";"PESSOAS EM CONTATO COM OS SERVIÇOS DE SAÚDE PARA EXAME E INVESTIGAÇÃO";"727"
"CS CORREGO GRANDE";"173";"I10-I15";"DOENÇAS HIPERTENSIVAS";"163"
"CS CORREGO GRANDE";"173";"J00-J06";"INFECÇÕES AGUDAS DAS VIAS AÉREAS SUPERIORES";"151"
"CS CORREGO GRANDE";"173";"B95-B97";"AGENTES DE INFECÇÕES BACTERIANAS, VIRAIS E OUTROS AGENTES INFECCIOSOS";"119"
"CS CORREGO GRANDE";"173";"K20-K31";"DOENÇAS DO ESÔFAGO, DO ESTÔMAGO E DO DUODENO";"73"
"CS CORREGO GRANDE";"173";"N30-N39";"OUTRAS DOENÇAS DO APARELHO URINÁRIO";"69"
"CS CORREGO GRANDE";"173";"A90-A99";"FEBRES POR ARBOVÍRUS E FEBRES HEMORRÁGICAS VIRAIS";"68"
"CS CORREGO GRANDE";"173";"E10-E14";"DIABETES MELLITUS";"65"
"CS CORREGO GRANDE";"173";"F99-F99";"TRANSTORNO MENTAL NÃO ESPECIFICADO";"64"
"CS COSTA DA LAGOA";"460";"Z00-Z13";"PESSOAS EM CONTATO COM OS SERVIÇOS DE SAÚDE PARA EXAME E INVESTIGAÇÃO";"1498"
"CS COSTA DA LAGOA";"460";"Z70-Z76";"PESSOAS EM CONTATO COM OS SERVIÇOS DE SAÚDE EM OUTRAS CIRCUNSTÂNCIAS";"418"
"CS COSTA DA LAGOA";"460";"I10-I15";"DOENÇAS HIPERTENSIVAS";"93"
"CS COSTA DA LAGOA";"460";"J00-J06";"INFECÇÕES AGUDAS DAS VIAS AÉREAS SUPERIORES";"41"
